job_title,location,city_tier,experience_level,experience_years_mid,company_size,remote,skills_required,salary_lpa,posted_date
Cloud Engineer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Linux, Azure, Kubernetes, Docker",17.9,2025-03-24
DevOps Engineer,Indore,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"CI/CD, Kubernetes, AWS, Docker, Linux",20.0,2025-03-24
QA Engineer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Manual Testing, SQL, Selenium",10.7,2025-03-24
Product Manager,Mumbai,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Statistics, Communication, Excel, SQL",37.1,2025-03-24
Data Scientist,Pune,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"NLP, SQL, Statistics",34.0,2025-03-24
Software Engineer,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"System Design, Python, Git",13.0,2025-03-24
Business Analyst,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Statistics, Communication, Excel, Power BI",17.4,2025-03-24
Data Engineer,Coimbatore,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Spark, Python, AWS, Airflow, SQL",19.7,2025-03-24
DevOps Engineer,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Mid-size,True,"Kubernetes, Linux, AWS, Docker, CI/CD",20.2,2025-03-24
Product Manager,Jaipur,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Statistics, Excel",32.6,2025-03-24
ML Engineer,Pune,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,True,"AWS, Python, Docker, MLOps",21.8,2025-03-24
Data Engineer,Guwahati,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, AWS, Airflow, SQL, RAG",10.5,2025-03-24
Business Analyst,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"Statistics, Communication, SQL",29.3,2025-03-25
QA Engineer,Indore,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Python, SQL, Manual Testing",8.5,2025-03-25
Data Engineer,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Mid-size,False,"AWS, Airflow, Python, RAG",17.8,2025-03-25
DevOps Engineer,Jaipur,Tier-2,Lead (10+ yrs),13.0,Startup,True,"Docker, CI/CD, Kubernetes, AWS, Linux",27.2,2025-03-25
Data Analyst,Indore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Excel, Tableau, Statistics, Python, SQL",15.2,2025-03-25
Frontend Developer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"HTML/CSS, React, JavaScript, TypeScript",13.7,2025-03-25
Data Scientist,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Enterprise,False,"Statistics, Machine Learning, Deep Learning, SQL",23.9,2025-03-25
Data Engineer,Indore,Tier-2,Junior (1-3 yrs),2.0,Startup,True,"Spark, AWS, SQL, Airflow, LangChain",16.3,2025-03-25
Backend Developer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"AWS, SQL, Node.js, Docker, Python",21.8,2025-03-25
DevOps Engineer,Bhopal,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"CI/CD, Docker, Kubernetes, AWS",15.5,2025-03-25
QA Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Enterprise,True,"Manual Testing, Selenium, SQL",11.6,2025-03-25
Cloud Engineer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Linux, Docker, AWS",21.0,2025-03-25
DevOps Engineer,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Kubernetes, CI/CD, Linux",14.0,2025-03-25
Data Scientist,Indore,Tier-2,Fresher (0-1 yrs),0.5,Startup,True,"Machine Learning, SQL, Deep Learning, Python, Statistics",13.7,2025-03-25
Business Analyst,Chandigarh,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"Statistics, Excel, Communication, Power BI",11.9,2025-03-25
Business Analyst,Chandigarh,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"Excel, Power BI, Communication, Statistics",10.4,2025-03-25
Data Engineer,Indore,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"SQL, Python, Spark, AWS, Airflow",30.1,2025-03-25
Backend Developer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Docker, Python, SQL, AWS, Node.js",18.0,2025-03-25
Data Scientist,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Deep Learning, Machine Learning, NLP, Python, SQL",21.8,2025-03-25
Data Analyst,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, Excel, Statistics, Tableau, SQL",9.2,2025-03-25
DevOps Engineer,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"CI/CD, Docker, Linux",13.3,2025-03-25
DevOps Engineer,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"Kubernetes, Docker, CI/CD",27.4,2025-03-25
ML Engineer,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"Python, Docker, Machine Learning, MLOps, AWS",32.5,2025-03-25
Data Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"AWS, Airflow, Python, SQL, RAG",19.9,2025-03-26
ML Engineer,Ranchi,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,False,"MLOps, Deep Learning, AWS, Python, Machine Learning",17.7,2025-03-26
Frontend Developer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"TypeScript, HTML/CSS, React",16.9,2025-03-26
Backend Developer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Enterprise,True,"SQL, Python, AWS",16.7,2025-03-26
Cloud Engineer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Mid-size,True,"Docker, Azure, Kubernetes",21.8,2025-03-26
Backend Developer,Pune,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Docker, SQL, Python",33.6,2025-03-26
QA Engineer,Bhopal,Tier-3,Junior (1-3 yrs),2.0,Startup,False,"Selenium, Python, Manual Testing",8.2,2025-03-26
Data Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Spark, Airflow, SQL",27.0,2025-03-26
Software Engineer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"SQL, System Design, Java, LLM Fine-tuning",13.0,2025-03-26
Data Scientist,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Machine Learning, Python, SQL",27.7,2025-03-26
Frontend Developer,Indore,Tier-2,Lead (10+ yrs),13.0,Startup,False,"HTML/CSS, React, TypeScript",22.1,2025-03-26
Backend Developer,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, SQL, Node.js, Docker, Python",20.4,2025-03-26
Data Analyst,Kanpur,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"Excel, SQL, Power BI, Statistics",11.6,2025-03-26
DevOps Engineer,Ranchi,Tier-3,Fresher (0-1 yrs),0.5,Enterprise,False,"Linux, CI/CD, AWS, Kubernetes",14.0,2025-03-26
Data Scientist,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Statistics, Python, NLP, LangGraph",13.5,2025-03-26
Backend Developer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Python, AWS, Docker, SQL, Node.js",37.5,2025-03-26
QA Engineer,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Enterprise,True,"Manual Testing, SQL, Selenium, Python",17.6,2025-03-26
Cloud Engineer,Nagpur,Tier-3,Lead (10+ yrs),13.0,Startup,False,"Kubernetes, Azure, AWS, Docker, Linux",23.7,2025-03-26
Backend Developer,Indore,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Node.js, Python, Docker",10.7,2025-03-26
Software Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Java, SQL, System Design, Prompt Engineering",34.8,2025-03-26
Software Engineer,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Startup,True,"Git, SQL, Java, RAG",8.9,2025-03-27
Data Analyst,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,True,"Python, Tableau, Power BI, Excel, Statistics",21.6,2025-03-27
ML Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,True,"Machine Learning, Deep Learning, Docker, MLOps",22.9,2025-03-27
Frontend Developer,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"JavaScript, HTML/CSS, TypeScript",9.5,2025-03-27
QA Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Manual Testing, Python, SQL",25.5,2025-03-27
Backend Developer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"SQL, Node.js, AWS, Python",29.6,2025-03-27
DevOps Engineer,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Mid-size,True,"Kubernetes, CI/CD, AWS, Docker",17.2,2025-03-27
DevOps Engineer,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Kubernetes, AWS, Linux, CI/CD, Docker",22.7,2025-03-27
DevOps Engineer,Indore,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"Docker, Linux, CI/CD, Kubernetes, AWS",35.8,2025-03-27
Frontend Developer,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Mid-size,True,"HTML/CSS, JavaScript, React, TypeScript",16.8,2025-03-27
Backend Developer,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, Docker, Python, SQL, Node.js",12.3,2025-03-27
DevOps Engineer,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"Kubernetes, CI/CD, Linux, AWS, Docker",25.8,2025-03-27
Backend Developer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Node.js, AWS, SQL, Docker",16.1,2025-03-27
Software Engineer,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"SQL, Python, Java, System Design",14.4,2025-03-27
Data Engineer,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,True,"Spark, Python, SQL, LangChain",14.5,2025-03-27
Product Manager,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"SQL, Statistics, Agile",17.2,2025-03-27
Data Engineer,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"SQL, AWS, Python, Spark",17.2,2025-03-27
Data Analyst,Ranchi,Tier-3,Lead (10+ yrs),13.0,Mid-size,False,"Tableau, Power BI, SQL",17.2,2025-03-27
QA Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Manual Testing, SQL, Python",18.2,2025-03-27
Data Analyst,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Power BI, Statistics, Excel, SQL",6.0,2025-03-27
QA Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Manual Testing, SQL, Python",29.1,2025-03-27
ML Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Python, AWS, Machine Learning, Deep Learning, LangGraph",32.2,2025-03-27
QA Engineer,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Python, Selenium, SQL",14.5,2025-03-28
Data Scientist,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Startup,True,"Statistics, SQL, Deep Learning, Python, LangGraph",19.2,2025-03-28
Product Manager,Pune,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Communication, Statistics, Excel",21.9,2025-03-28
QA Engineer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Selenium, Manual Testing, Python, SQL",13.0,2025-03-28
Business Analyst,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Communication, SQL, Statistics",11.6,2025-03-28
QA Engineer,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Mid-size,False,"Python, SQL, Manual Testing",16.8,2025-03-28
QA Engineer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"SQL, Selenium, Manual Testing",7.8,2025-03-28
Cloud Engineer,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Startup,True,"Linux, Azure, Kubernetes",15.8,2025-03-28
Data Scientist,Ranchi,Tier-3,Junior (1-3 yrs),2.0,Startup,False,"Python, Statistics, Machine Learning, Deep Learning, NLP",14.5,2025-03-28
DevOps Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,True,"AWS, CI/CD, Linux, Docker, Kubernetes",17.1,2025-03-28
Cloud Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Kubernetes, Azure, Docker, AWS, Linux",23.9,2025-03-28
QA Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Enterprise,True,"Manual Testing, SQL, Python, Selenium",11.7,2025-03-28
Product Manager,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Statistics, SQL, Excel, Communication, Agile",32.3,2025-03-28
DevOps Engineer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"AWS, Kubernetes, Linux, Docker",43.4,2025-03-28
Data Scientist,Nagpur,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"Statistics, Machine Learning, NLP, Python, SQL",12.5,2025-03-28
Data Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Spark, AWS, Python, SQL, Airflow",18.5,2025-03-28
Product Manager,Guwahati,Tier-3,Lead (10+ yrs),13.0,Enterprise,False,"Excel, Statistics, Communication, Agile, SQL",28.4,2025-03-28
Frontend Developer,Indore,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"JavaScript, HTML/CSS, TypeScript, React",10.4,2025-03-28
DevOps Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Startup,True,"Docker, Kubernetes, AWS, Linux",32.8,2025-03-28
Business Analyst,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Power BI, Statistics",25.0,2025-03-28
QA Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"SQL, Manual Testing, Selenium, Python",13.7,2025-03-28
QA Engineer,Indore,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Selenium, Manual Testing, SQL",20.8,2025-03-28
QA Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Selenium, SQL, Manual Testing, Python",22.2,2025-03-28
Frontend Developer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"TypeScript, HTML/CSS, React",23.9,2025-03-28
Data Scientist,Nagpur,Tier-3,Fresher (0-1 yrs),0.5,Enterprise,False,"Python, SQL, Machine Learning, Deep Learning",16.3,2025-03-28
QA Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Selenium, SQL, Python, Manual Testing",27.7,2025-03-28
Backend Developer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Docker, SQL, Node.js",23.5,2025-03-28
Product Manager,Mumbai,Tier-1,Lead (10+ yrs),13.0,Mid-size,True,"Statistics, Communication, Agile, Excel",34.1,2025-03-28
Business Analyst,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"SQL, Excel, Communication",8.7,2025-03-28
Cloud Engineer,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"Azure, Kubernetes, Linux, AWS, Docker",18.5,2025-03-29
QA Engineer,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"SQL, Selenium, Python, Manual Testing",22.2,2025-03-29
DevOps Engineer,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,True,"CI/CD, Docker, Linux, Kubernetes",14.1,2025-03-29
Backend Developer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Enterprise,True,"Node.js, AWS, Python, Docker, SQL",27.0,2025-03-29
ML Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Startup,True,"AWS, Machine Learning, Docker, LangChain",26.7,2025-03-29
Backend Developer,Pune,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Docker, Node.js, Python, SQL",29.1,2025-03-29
Data Analyst,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"SQL, Excel, Python, Statistics",10.0,2025-03-29
QA Engineer,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,True,"Manual Testing, Python, SQL, Selenium",11.1,2025-03-29
ML Engineer,Ranchi,Tier-3,Junior (1-3 yrs),2.0,Mid-size,True,"Deep Learning, Machine Learning, AWS",17.4,2025-03-29
Product Manager,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Communication, Statistics, SQL, Excel",19.5,2025-03-29
Product Manager,Indore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,True,"Excel, Statistics, Communication, Agile",18.1,2025-03-29
QA Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Manual Testing, Python, SQL",19.0,2025-03-29
Cloud Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Docker, Kubernetes, Linux, Azure",16.5,2025-03-29
Data Analyst,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Power BI, SQL, Tableau, Python",9.9,2025-03-29
Backend Developer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,True,"Node.js, AWS, Docker, Python, SQL",19.8,2025-03-29
ML Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,True,"Docker, MLOps, AWS, Vector Databases",37.7,2025-03-29
ML Engineer,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Enterprise,True,"MLOps, Python, Machine Learning, Deep Learning, Prompt Engineering",27.5,2025-03-29
Business Analyst,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"Communication, SQL, Statistics, Power BI",8.9,2025-03-29
ML Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Deep Learning, Docker, MLOps, Python, LLM Fine-tuning",29.5,2025-03-29
Product Manager,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Excel, Statistics, Agile, SQL",14.0,2025-03-29
Backend Developer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Startup,True,"Docker, Python, AWS",18.6,2025-03-29
Business Analyst,Indore,Tier-2,Lead (10+ yrs),13.0,Mid-size,True,"Power BI, Communication, Excel, Statistics, SQL",21.2,2025-03-29
Data Scientist,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Startup,False,"SQL, Python, Statistics, NLP, Deep Learning",35.4,2025-03-29
ML Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"MLOps, Deep Learning, Python",34.0,2025-03-29
Backend Developer,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"Docker, SQL, AWS, Node.js, Python",15.5,2025-03-30
Data Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Mid-size,True,"Spark, Airflow, AWS, Python",36.3,2025-03-30
Data Analyst,Chandigarh,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"Statistics, SQL, Python, Tableau",11.0,2025-03-30
Backend Developer,Pune,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Python, SQL, AWS, Node.js, Docker",22.3,2025-03-30
Cloud Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Kubernetes, Linux, Azure, AWS",28.6,2025-03-30
Data Engineer,Indore,Tier-2,Lead (10+ yrs),13.0,Enterprise,True,"Airflow, SQL, Spark",32.0,2025-03-30
Frontend Developer,Jaipur,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"JavaScript, TypeScript, React, HTML/CSS",19.7,2025-03-30
DevOps Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Kubernetes, Linux, CI/CD, AWS",19.6,2025-03-30
Cloud Engineer,Kanpur,Tier-3,Lead (10+ yrs),13.0,Startup,False,"AWS, Kubernetes, Azure, Linux",23.2,2025-03-30
Data Scientist,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Mid-size,True,"Statistics, Deep Learning, SQL, NLP",22.2,2025-03-30
Business Analyst,Coimbatore,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Communication, Power BI, SQL, Statistics",9.6,2025-03-30
DevOps Engineer,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Mid-size,True,"Linux, AWS, Docker",13.0,2025-03-30
DevOps Engineer,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"AWS, CI/CD, Linux",18.1,2025-03-30
Data Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Airflow, AWS, Spark",44.9,2025-03-30
Data Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"SQL, Airflow, Python, LLM Fine-tuning",16.5,2025-03-30
Business Analyst,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,True,"Power BI, Communication, Statistics, SQL",8.4,2025-03-30
Product Manager,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Excel, Statistics, Communication, Agile, SQL",12.6,2025-03-30
Business Analyst,Pune,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"SQL, Communication, Power BI, Excel, Statistics",20.8,2025-03-30
Frontend Developer,Pune,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,True,"JavaScript, HTML/CSS, React, TypeScript",11.2,2025-03-30
Data Engineer,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Spark, SQL, Airflow",16.4,2025-03-30
Data Engineer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Startup,False,"Airflow, SQL, Spark, AWS, Vector Databases",36.6,2025-03-30
DevOps Engineer,Guwahati,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Linux, CI/CD, Docker, Kubernetes, AWS",16.1,2025-03-30
Software Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"SQL, Git, Python, Java, System Design, LangChain",24.6,2025-03-30
Software Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Git, Java, SQL, Python, System Design",23.6,2025-03-30
Product Manager,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Communication, Agile, SQL",16.6,2025-03-30
Software Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Python, System Design, Java, SQL, Git, Prompt Engineering",36.4,2025-03-30
DevOps Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"AWS, Kubernetes, CI/CD",16.3,2025-03-30
Software Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Java, Git, System Design, Prompt Engineering",23.1,2025-03-30
QA Engineer,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Manual Testing, Python, SQL",7.9,2025-03-30
DevOps Engineer,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Enterprise,True,"CI/CD, Docker, Linux, AWS, Kubernetes",27.0,2025-03-31
Product Manager,Bangalore,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Statistics, Communication, Agile, Excel, SQL",37.5,2025-03-31
ML Engineer,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Mid-size,True,"MLOps, Deep Learning, Python",20.9,2025-03-31
Software Engineer,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Python, SQL, Java",10.3,2025-03-31
Product Manager,Jaipur,Tier-2,Lead (10+ yrs),13.0,Startup,False,"SQL, Excel, Agile",26.5,2025-03-31
Data Scientist,Chandigarh,Tier-2,Mid (3-6 yrs),4.5,Startup,True,"Python, Deep Learning, NLP, SQL, Machine Learning, RAG",19.1,2025-03-31
Software Engineer,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, System Design, Java",12.6,2025-03-31
Data Engineer,Kanpur,Tier-3,Lead (10+ yrs),13.0,Startup,False,"Spark, AWS, SQL, Airflow",26.1,2025-03-31
Data Engineer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Startup,True,"AWS, SQL, Airflow",18.1,2025-03-31
Data Analyst,Pune,Tier-1,Mid (3-6 yrs),4.5,Mid-size,True,"Python, Statistics, Excel",15.9,2025-03-31
Business Analyst,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Communication, Excel, Power BI, SQL, Statistics",6.5,2025-03-31
Product Manager,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Agile, Excel, Communication",14.8,2025-03-31
Backend Developer,Indore,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"SQL, Docker, Python",20.9,2025-03-31
Data Engineer,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"SQL, Airflow, AWS, Spark, Python, RAG",20.1,2025-03-31
Data Analyst,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"SQL, Excel, Tableau, Python, Power BI",16.4,2025-03-31
Business Analyst,Jaipur,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"SQL, Power BI, Statistics, Communication",12.0,2025-03-31
Cloud Engineer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Kubernetes, AWS, Docker, Linux",20.5,2025-03-31
QA Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, SQL, Manual Testing",8.7,2025-03-31
Software Engineer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Python, Java, System Design, SQL, Git",33.8,2025-03-31
Cloud Engineer,Bhopal,Tier-3,Junior (1-3 yrs),2.0,Mid-size,True,"AWS, Kubernetes, Docker, Linux",13.6,2025-03-31
ML Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, Deep Learning, MLOps, AWS, Docker",26.0,2025-03-31
QA Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Python, Manual Testing, Selenium",27.0,2025-03-31
Data Analyst,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Power BI, Tableau, Python",8.8,2025-03-31
Product Manager,Chandigarh,Tier-2,Mid (3-6 yrs),4.5,Enterprise,False,"Statistics, Agile, Excel, Communication, SQL",21.9,2025-03-31
Data Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"Python, Spark, Airflow, SQL, AWS",18.7,2025-04-01
Backend Developer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Node.js, Docker",34.7,2025-04-01
ML Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"AWS, Deep Learning, Python, MLOps, Machine Learning",37.3,2025-04-01
DevOps Engineer,Nagpur,Tier-3,Junior (1-3 yrs),2.0,Startup,False,"CI/CD, Kubernetes, Linux, Docker",10.2,2025-04-01
Business Analyst,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Power BI, Statistics, Communication, SQL",12.7,2025-04-01
Data Scientist,Mumbai,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Python, SQL, Statistics, LangChain",39.9,2025-04-01
Business Analyst,Guwahati,Tier-3,Lead (10+ yrs),13.0,Startup,False,"Power BI, Excel, Communication",19.7,2025-04-01
