job_title,location,city_tier,experience_level,experience_years_mid,company_size,remote,skills_required,salary_lpa,posted_date,cluster,pca_x,pca_y
Frontend Developer,Pune,Tier-1,Lead (10+ yrs),13.0,Startup,True,"React, TypeScript, JavaScript",26.9,2024-12-18,2,0.18089268749825443,-0.6178157199204798
Software Engineer,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,True,"Git, System Design, Java",13.7,2024-12-18,6,-0.01624726780164118,0.05299071736446792
Product Manager,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,True,"Excel, SQL, Statistics, Agile",25.5,2024-12-18,0,-0.9616284226900484,-0.7354110109582215
Data Scientist,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Machine Learning, Python, NLP, SQL, Statistics",18.2,2024-12-18,5,-0.7674839099404076,0.446456536837598
Data Engineer,Indore,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"SQL, Airflow, Spark, Vector Databases",16.9,2024-12-18,1,-0.29736894744442455,0.21906107114151213
ML Engineer,Guwahati,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Machine Learning, Docker, Python",18.2,2024-12-18,7,0.4011589617232294,0.46142643474656186
Software Engineer,Lucknow,Tier-2,Mid (3-6 yrs),4.5,Mid-size,True,"System Design, Python, Git, SQL",13.2,2024-12-18,6,-0.5181696012998224,0.8301328109115155
Data Scientist,Mumbai,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Machine Learning, NLP, Python, Statistics",36.8,2024-12-18,5,-0.3551573263196275,0.19736056663165452
Data Analyst,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Startup,True,"Power BI, Tableau, SQL, Statistics",6.6,2024-12-18,0,-0.8429824437475552,-0.5018031336650779
Data Analyst,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"SQL, Statistics, Tableau, Excel",29.1,2024-12-18,0,-0.9393857877140841,-0.6387901797082542
Product Manager,Pune,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Excel, Agile, SQL, Statistics, Communication",32.7,2024-12-18,0,-1.149911168021316,-1.0018294608069462
Business Analyst,Indore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"SQL, Power BI, Statistics, Communication, Excel",15.1,2024-12-18,0,-1.2293744540164138,-1.05148838218595
Cloud Engineer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Enterprise,False,"AWS, Docker, Azure, Kubernetes",17.9,2024-12-18,4,1.3684803504441898,-0.3344581599821459
Data Analyst,Kanpur,Tier-3,Senior (6-10 yrs),8.0,Mid-size,True,"Excel, Power BI, SQL",13.2,2024-12-18,0,-0.727803365187013,-0.4944479146921439
ML Engineer,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"MLOps, AWS, Machine Learning, Python",18.6,2024-12-18,7,0.4686804147714386,0.6346302427513469
DevOps Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Mid-size,True,"Kubernetes, CI/CD, Docker, Linux, AWS",19.5,2024-12-18,4,1.6666460388166409,-0.47571213905078036
Business Analyst,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Communication, SQL, Power BI, Excel, Statistics",19.8,2024-12-18,0,-1.2293744540164138,-1.05148838218595
Backend Developer,Pune,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Docker, AWS, Python, Node.js",18.7,2024-12-18,1,0.838482354438115,0.5978228614803845
Frontend Developer,Mumbai,Tier-1,Lead (10+ yrs),13.0,Mid-size,True,"TypeScript, React, HTML/CSS, JavaScript",26.9,2024-12-18,2,0.20368822205144316,-0.7368220004017421
Frontend Developer,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Enterprise,False,"HTML/CSS, JavaScript, React, TypeScript",27.1,2024-12-18,2,0.20368822205144316,-0.7368220004017421
Data Scientist,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Statistics, Deep Learning, SQL, Machine Learning, NLP, Prompt Engineering",20.8,2024-12-18,5,-0.6221599081763982,-0.08189189510235828
Cloud Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Linux, AWS, Docker, Kubernetes",24.6,2024-12-19,4,1.520875549175707,-0.4071951591453201
Backend Developer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Startup,True,"AWS, Node.js, Python, Docker",11.7,2024-12-19,1,0.838482354438115,0.5978228614803845
Data Scientist,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"SQL, NLP, Statistics",25.5,2024-12-19,5,-0.6512054433729932,-0.27231642645178655
Product Manager,Nagpur,Tier-3,Fresher (0-1 yrs),0.5,Startup,False,"Statistics, Agile, Communication",10.0,2024-12-19,0,-0.475201958050127,-0.9420105363887316
QA Engineer,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Startup,False,"Manual Testing, Selenium, Python, SQL",7.7,2024-12-19,3,-0.5433531840911712,0.8844988948686637
Cloud Engineer,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"AWS, Linux, Kubernetes",17.6,2024-12-19,4,1.1163232480531196,-0.412549772295445
Frontend Developer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"TypeScript, JavaScript, HTML/CSS",14.0,2024-12-19,2,0.1811331358190148,-0.6190238880120692
Data Scientist,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Startup,True,"Deep Learning, NLP, Statistics, Machine Learning, Python",19.5,2024-12-19,5,-0.34053952708948443,0.28280685194843114
Data Engineer,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"AWS, Python, Airflow, SQL",23.0,2024-12-19,1,-0.012217401278659584,0.8573539799423623
DevOps Engineer,Guwahati,Tier-3,Junior (1-3 yrs),2.0,Mid-size,False,"Linux, AWS, Kubernetes, CI/CD",15.0,2024-12-19,4,1.2620937376940533,-0.4810667522009052
Product Manager,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Enterprise,True,"Statistics, Excel, Communication, SQL",31.3,2024-12-19,0,-1.0633951716325336,-0.8795605336049682
Data Analyst,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Python, Statistics, Power BI, Tableau",15.4,2024-12-19,5,-0.5631014116242462,-0.11805218123747119
Cloud Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Linux, Kubernetes, Azure, Docker, AWS",15.2,2024-12-19,4,1.661670717665056,-0.47408132251909957
QA Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Manual Testing, Selenium, Python, SQL",14.2,2024-12-19,3,-0.5433531840911712,0.8844988948686637
DevOps Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"Linux, CI/CD, Docker",38.0,2024-12-19,4,0.9563982851524437,-0.46548667098523666
Data Engineer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Startup,True,"Python, SQL, AWS, Airflow, Spark",14.9,2024-12-19,1,-0.010899793881321937,0.9636744355625101
Frontend Developer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Startup,True,"TypeScript, JavaScript, React",15.6,2024-12-19,2,0.18089268749825443,-0.6178157199204798
Data Analyst,Indore,Tier-2,Senior (6-10 yrs),8.0,Enterprise,False,"Statistics, Power BI, Tableau, Python",17.6,2024-12-19,5,-0.5631014116242462,-0.11805218123747119
Data Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Python, Airflow, SQL, AWS, RAG",20.7,2024-12-19,1,-0.01349972790717216,0.8746890072293071
Data Analyst,Indore,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Python, Statistics, SQL, Tableau",7.0,2024-12-19,5,-0.8094487128611464,0.30297163754945433
QA Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"SQL, Manual Testing, Selenium, Python",8.1,2024-12-19,3,-0.5433531840911712,0.8844988948686637
Data Engineer,Kanpur,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Python, Airflow, AWS, SQL",15.3,2024-12-19,1,-0.012217401278659584,0.8573539799423623
Software Engineer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"SQL, System Design, Python, Git, LangChain",22.2,2024-12-19,6,-0.520286168711557,0.8497445271487326
Data Scientist,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"SQL, Python, NLP, Statistics, RAG",39.1,2024-12-19,5,-0.7849333214989771,0.3778655234687084
DevOps Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Enterprise,True,"AWS, CI/CD, Docker, Linux",19.9,2024-12-19,4,1.3746223689016808,-0.3360632258767915
Data Engineer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Python, Airflow, Spark, Vector Databases",27.0,2024-12-19,1,-0.017487915321115544,0.6028120235691189
Software Engineer,Lucknow,Tier-2,Senior (6-10 yrs),8.0,Mid-size,False,"SQL, Python, Java",18.5,2024-12-19,6,-0.47473680957026554,0.7240425504389928
QA Engineer,Nagpur,Tier-3,Fresher (0-1 yrs),0.5,Startup,False,"SQL, Manual Testing, Selenium",5.1,2024-12-19,3,-0.4109076325937,0.25165197223511326
Software Engineer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Git, Python, Java",11.9,2024-12-19,6,-0.10538324916735098,0.5804058514010165
Data Scientist,Bhopal,Tier-3,Senior (6-10 yrs),8.0,Enterprise,False,"Machine Learning, Deep Learning, NLP, Prompt Engineering",26.0,2024-12-20,5,0.10345501894251531,-0.04036584766322024
Data Engineer,Delhi-NCR,Tier-1,Fresher (0-1 yrs),0.5,Startup,False,"SQL, Spark, Airflow, AWS",16.9,2024-12-20,1,0.12154575761614929,0.3308275129289596
Data Scientist,Chandigarh,Tier-2,Senior (6-10 yrs),8.0,Startup,True,"Machine Learning, Python, Statistics",22.5,2024-12-20,5,-0.31668168289749143,0.1654498039513554
ML Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Deep Learning, Python, Machine Learning, Docker, AWS",44.8,2024-12-20,7,0.8340008447026095,0.6762961651717836
Software Engineer,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"System Design, SQL, Git, Python, Java, LLM Fine-tuning",15.7,2024-12-20,6,-0.5620646065684439,0.953023727677177
Frontend Developer,Nagpur,Tier-3,Senior (6-10 yrs),8.0,Mid-size,True,"JavaScript, HTML/CSS, React",14.3,2024-12-20,2,0.18098509203574453,-0.6182798414254126
Product Manager,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Excel, SQL, Communication, Statistics",17.9,2024-12-20,0,-1.0633951716325336,-0.8795605336049682
Software Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"Java, SQL, Python, RAG",34.9,2024-12-20,6,-0.476019136198778,0.7413775777259376
ML Engineer,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"AWS, Python, Deep Learning, Machine Learning, Docker",21.1,2024-12-20,7,0.8340008447026095,0.6762961651717836
Backend Developer,Bangalore,Tier-1,Lead (10+ yrs),13.0,Mid-size,True,"SQL, AWS, Node.js",28.8,2024-12-20,1,0.1540490211922185,0.2087172959026528
Frontend Developer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Startup,True,"React, TypeScript, HTML/CSS, JavaScript",11.1,2024-12-20,2,0.20368822205144316,-0.7368220004017421
Data Engineer,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Python, SQL, Airflow, AWS, Spark",42.0,2024-12-20,1,-0.010899793881321937,0.9636744355625101
Data Scientist,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Machine Learning, SQL, NLP, Statistics",33.9,2024-12-20,5,-0.6350383584429364,-0.1863903857959523
ML Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Startup,True,"Deep Learning, Machine Learning, Python",17.5,2024-12-20,7,0.011224459830784822,0.5415181069132136
Frontend Developer,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Enterprise,True,"HTML/CSS, TypeScript, JavaScript",13.8,2024-12-20,2,0.1811331358190148,-0.6190238880120692
Data Scientist,Guwahati,Tier-3,Lead (10+ yrs),13.0,Mid-size,True,"Deep Learning, Statistics, SQL, Machine Learning, NLP",24.9,2024-12-20,5,-0.6204205592127935,-0.10094410047917574
Frontend Developer,Bhopal,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"HTML/CSS, JavaScript, React, TypeScript",10.3,2024-12-20,2,0.20368822205144316,-0.7368220004017421
Backend Developer,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,True,"Python, AWS, SQL, Docker",22.8,2024-12-20,1,0.3908893769216294,0.7540198094051164
Data Engineer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Python, AWS, SQL",35.9,2024-12-20,1,-0.013662924200958187,0.7486651962549916
Data Engineer,Bangalore,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"Spark, SQL, Python",19.1,2024-12-20,1,-0.43056940055285764,0.725562206766694
ML Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Deep Learning, Python, MLOps, Machine Learning",36.6,2024-12-20,7,0.06507413025234457,0.5906530829596783
Frontend Developer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"JavaScript, TypeScript, HTML/CSS",15.9,2024-12-20,2,0.1811331358190148,-0.6190238880120692
Business Analyst,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Communication, Statistics, SQL, Excel",25.1,2024-12-20,0,-1.0633951716325336,-0.8795605336049682
Cloud Engineer,Coimbatore,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,False,"Azure, Linux, Kubernetes, AWS",16.9,2024-12-20,4,1.2571184165424685,-0.47943593566922443
DevOps Engineer,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Linux, AWS, Docker",27.0,2024-12-20,4,1.228851879260747,-0.2675462459713312
Product Manager,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Enterprise,False,"Excel, Statistics, Agile",21.8,2024-12-20,0,-0.5493018390692682,-0.984506981164165
QA Engineer,Bangalore,Tier-1,Senior (6-10 yrs),8.0,Enterprise,False,"Selenium, Manual Testing, SQL, Python",22.3,2024-12-20,3,-0.5433531840911712,0.8844988948686637
Frontend Developer,Coimbatore,Tier-2,Junior (1-3 yrs),2.0,Enterprise,False,"React, JavaScript, HTML/CSS",13.1,2024-12-20,2,0.18098509203574453,-0.6182798414254126
Business Analyst,Chandigarh,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Statistics, SQL, Excel, Power BI, Communication",20.1,2024-12-20,0,-1.2293744540164138,-1.05148838218595
Business Analyst,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"Communication, Excel, SQL",13.5,2024-12-20,0,-0.7501068281344004,-0.5889385159598867
Data Scientist,Hyderabad,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"Deep Learning, Statistics, Python, Machine Learning, LangChain",38.3,2024-12-20,5,-0.3041804510790831,0.27050780550534925
Business Analyst,Guwahati,Tier-3,Lead (10+ yrs),13.0,Enterprise,False,"Excel, Power BI, Statistics",21.9,2024-12-20,0,-0.628765125064366,-1.0341659025431689
Backend Developer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,True,"Node.js, SQL, AWS, Python, Docker",22.7,2024-12-20,1,0.4261557708173348,0.8469188316863282
Product Manager,Pune,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Excel, SQL, Communication, Agile, Statistics",18.0,2024-12-20,0,-1.149911168021316,-1.0018294608069462
Business Analyst,Mumbai,Tier-1,Lead (10+ yrs),13.0,Startup,False,"SQL, Communication, Statistics, Power BI",27.7,2024-12-20,0,-0.966991827666005,-0.742573487561792
Software Engineer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"System Design, SQL, Python, Java",30.2,2024-12-21,6,-0.5180463797020269,0.8294743390359945
Software Engineer,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,True,"Python, Java, System Design, SQL",15.2,2024-12-21,6,-0.5180463797020269,0.8294743390359945
Business Analyst,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Power BI, Communication, Statistics, SQL",14.1,2024-12-21,0,-0.966991827666005,-0.742573487561792
QA Engineer,Chandigarh,Tier-2,Fresher (0-1 yrs),0.5,Enterprise,True,"Python, SQL, Manual Testing",6.4,2024-12-21,3,-0.4876948149722671,0.7520397457429396
Business Analyst,Bangalore,Tier-1,Lead (10+ yrs),13.0,Startup,True,"Communication, Statistics, SQL",25.6,2024-12-21,0,-0.8010125452821248,-0.5706456389808102
Cloud Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Docker, Azure, AWS",19.9,2024-12-21,4,1.07645668052923,-0.19480924680815698
Business Analyst,Bhopal,Tier-3,Junior (1-3 yrs),2.0,Startup,False,"Power BI, Excel, Statistics, SQL",7.0,2024-12-21,0,-1.0410917086851463,-0.7850699323372254
DevOps Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"Linux, Docker, CI/CD, AWS, Kubernetes",24.3,2024-12-21,4,1.6666460388166409,-0.47571213905078036
Business Analyst,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"Statistics, Communication, Excel, SQL, Power BI",21.2,2024-12-21,0,-1.2293744540164138,-1.05148838218595
Product Manager,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Startup,True,"Communication, Excel, SQL, Agile, Statistics",16.8,2024-12-21,0,-1.149911168021316,-1.0018294608069462
Frontend Developer,Lucknow,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"JavaScript, React, HTML/CSS, TypeScript",11.6,2024-12-21,2,0.20368822205144316,-0.7368220004017421
Business Analyst,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"SQL, Communication, Power BI, Statistics, Excel",15.6,2024-12-21,0,-1.2293744540164138,-1.05148838218595
Product Manager,Indore,Tier-2,Mid (3-6 yrs),4.5,Enterprise,False,"Excel, Communication, SQL",20.8,2024-12-21,0,-0.7501068281344004,-0.5889385159598867
DevOps Engineer,Lucknow,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,True,"Linux, Docker, CI/CD, AWS",12.8,2024-12-21,4,1.3746223689016808,-0.3360632258767915
QA Engineer,Pune,Tier-1,Lead (10+ yrs),13.0,Mid-size,False,"SQL, Manual Testing, Selenium, Python",29.0,2024-12-21,3,-0.5433531840911712,0.8844988948686637
Data Scientist,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"Deep Learning, Python, Statistics, NLP",14.5,2024-12-21,5,-0.35670661201954124,0.19688081129259677
Data Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Airflow, AWS, Python, SQL",17.6,2024-12-21,1,-0.012217401278659584,0.8573539799423623
Data Scientist,Indore,Tier-2,Lead (10+ yrs),13.0,Startup,False,"NLP, SQL, Machine Learning, Python, Statistics",28.3,2024-12-21,5,-0.7674839099404076,0.446456536837598
Data Scientist,Indore,Tier-2,Junior (1-3 yrs),2.0,Mid-size,False,"Statistics, Deep Learning, Python, SQL",15.1,2024-12-21,5,-0.7305575522181855,0.41406601881824134
Product Manager,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Startup,False,"SQL, Excel, Statistics, Communication, Agile",19.0,2024-12-21,0,-1.149911168021316,-1.0018294608069462
Data Engineer,Delhi-NCR,Tier-1,Mid (3-6 yrs),4.5,Enterprise,False,"Airflow, Python, AWS, Spark, SQL",29.1,2024-12-21,1,-0.010899793881321937,0.9636744355625101
Product Manager,Ranchi,Tier-3,Junior (1-3 yrs),2.0,Enterprise,False,"Statistics, Communication, SQL, Excel",13.6,2024-12-21,0,-1.0633951716325336,-0.8795605336049682
Business Analyst,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Mid-size,False,"Statistics, Excel, Communication, SQL, Power BI",11.5,2024-12-21,0,-1.2293744540164138,-1.05148838218595
Cloud Engineer,Guwahati,Tier-3,Lead (10+ yrs),13.0,Enterprise,True,"Docker, Linux, AWS, Kubernetes",26.8,2024-12-21,4,1.520875549175707,-0.4071951591453201
Data Engineer,Ranchi,Tier-3,Fresher (0-1 yrs),0.5,Mid-size,False,"SQL, Airflow, Python",10.8,2024-12-21,1,-0.4304414850278966,0.7279305348339171
Cloud Engineer,Chandigarh,Tier-2,Junior (1-3 yrs),2.0,Startup,True,"AWS, Kubernetes, Azure",13.4,2024-12-21,4,0.9639280493216023,-0.33981277313227076
Frontend Developer,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Mid-size,False,"React, JavaScript, HTML/CSS, TypeScript",14.9,2024-12-21,2,0.20368822205144316,-0.7368220004017421
Backend Developer,Indore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"Node.js, Python, SQL, Docker",16.2,2024-12-21,1,0.007931687068097798,0.7174953865778828
Data Scientist,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Python, Deep Learning, Machine Learning, SQL, Statistics",21.6,2024-12-21,5,-0.7143904672881287,0.49999205947407555
Frontend Developer,Kanpur,Tier-3,Mid (3-6 yrs),4.5,Enterprise,True,"JavaScript, TypeScript, React",12.3,2024-12-21,2,0.18089268749825443,-0.6178157199204798
Software Engineer,Hyderabad,Tier-1,Senior (6-10 yrs),8.0,Enterprise,True,"Git, Java, Python, LLM Fine-tuning",26.2,2024-12-22,6,-0.1064284528159023,0.5984959688742316
Cloud Engineer,Ranchi,Tier-3,Senior (6-10 yrs),8.0,Startup,False,"Azure, Kubernetes, AWS",20.4,2024-12-22,4,0.9639280493216023,-0.33981277313227076
DevOps Engineer,Bangalore,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"Docker, CI/CD, Kubernetes",17.8,2024-12-22,4,0.9552315878465375,-0.4655124216222718
Frontend Developer,Coimbatore,Tier-2,Senior (6-10 yrs),8.0,Mid-size,False,"React, JavaScript, TypeScript, HTML/CSS",15.9,2024-12-22,2,0.20368822205144316,-0.7368220004017421
DevOps Engineer,Delhi-NCR,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Linux, AWS, CI/CD, Kubernetes, Docker",42.6,2024-12-22,4,1.6666460388166409,-0.47571213905078036
Backend Developer,Nagpur,Tier-3,Mid (3-6 yrs),4.5,Startup,False,"AWS, Node.js, Docker, SQL",11.3,2024-12-22,1,0.5586013223148061,0.21407190905277773
Product Manager,Kanpur,Tier-3,Fresher (0-1 yrs),0.5,Startup,False,"SQL, Excel, Statistics",11.2,2024-12-22,0,-0.8751124263012662,-0.6131420837562437
Data Analyst,Bangalore,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"SQL, Python, Statistics, Excel, Power BI",13.7,2024-12-22,0,-1.1735372601826175,-0.15222300970367514
Data Analyst,Coimbatore,Tier-2,Mid (3-6 yrs),4.5,Enterprise,True,"Statistics, Excel, Python, Power BI, Tableau",13.0,2024-12-22,0,-0.825484037974655,-0.4269670758616292
Software Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Mid-size,False,"System Design, Python, SQL, Java, LangChain",20.9,2024-12-22,6,-0.5201629471137615,0.8490860552732119
QA Engineer,Guwahati,Tier-3,Mid (3-6 yrs),4.5,Mid-size,True,"Manual Testing, SQL, Python, Selenium",9.6,2024-12-22,3,-0.5433531840911712,0.8844988948686637
Business Analyst,Mumbai,Tier-1,Senior (6-10 yrs),8.0,Startup,False,"Excel, Power BI, Statistics, SQL",19.2,2024-12-22,0,-1.0410917086851463,-0.7850699323372254
Data Scientist,Pune,Tier-1,Lead (10+ yrs),13.0,Enterprise,True,"Machine Learning, Deep Learning, Python",42.8,2024-12-22,7,0.011224459830784822,0.5415181069132136
Backend Developer,Mumbai,Tier-1,Mid (3-6 yrs),4.5,Startup,True,"AWS, SQL, Python, Node.js, Docker",16.2,2024-12-22,1,0.4261557708173348,0.8469188316863282
Frontend Developer,Indore,Tier-2,Senior (6-10 yrs),8.0,Startup,False,"TypeScript, React, HTML/CSS",17.4,2024-12-22,2,0.1809388779693719,-0.6180476935402122
Backend Developer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"AWS, SQL, Node.js, Docker",18.4,2024-12-22,1,0.5586013223148061,0.21407190905277773
Data Engineer,Pune,Tier-1,Senior (6-10 yrs),8.0,Mid-size,False,"SQL, Spark, Airflow",27.7,2024-12-22,1,-0.29667832613308776,0.20140406782051445
QA Engineer,Mumbai,Tier-1,Fresher (0-1 yrs),0.5,Mid-size,False,"Python, SQL, Manual Testing, Selenium",9.2,2024-12-22,3,-0.5433531840911712,0.8844988948686637
Business Analyst,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"Communication, Power BI, Excel, SQL, Statistics",10.1,2024-12-22,0,-1.2293744540164138,-1.05148838218595
QA Engineer,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Startup,False,"Selenium, Manual Testing, Python, SQL",8.7,2024-12-22,3,-0.5433531840911712,0.8844988948686637
Data Scientist,Bhopal,Tier-3,Lead (10+ yrs),13.0,Enterprise,False,"Python, Statistics, Machine Learning, NLP, SQL",29.6,2024-12-22,5,-0.7674839099404076,0.446456536837598
Cloud Engineer,Pune,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Azure, AWS, Docker, Kubernetes, Linux",21.2,2024-12-22,4,1.661670717665056,-0.47408132251909957
Frontend Developer,Mumbai,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"React, TypeScript, JavaScript, HTML/CSS",12.0,2024-12-22,2,0.20368822205144316,-0.7368220004017421
DevOps Engineer,Hyderabad,Tier-1,Fresher (0-1 yrs),0.5,Enterprise,False,"CI/CD, Kubernetes, Linux, AWS",19.9,2024-12-22,4,1.2620937376940533,-0.4810667522009052
Product Manager,Pune,Tier-1,Lead (10+ yrs),13.0,Enterprise,False,"Statistics, SQL, Communication, Excel",42.1,2024-12-22,0,-1.0633951716325336,-0.8795605336049682
QA Engineer,Hyderabad,Tier-1,Junior (1-3 yrs),2.0,Mid-size,False,"Selenium, Manual Testing, Python",11.9,2024-12-22,3,-0.13102660047039097,0.6354029246627201
DevOps Engineer,Hyderabad,Tier-1,Mid (3-6 yrs),4.5,Startup,False,"AWS, Linux, CI/CD, Docker, Kubernetes",24.5,2024-12-23,4,1.6666460388166409,-0.47571213905078036
Software Engineer,Coimbatore,Tier-2,Lead (10+ yrs),13.0,Mid-size,False,"Git, Python, Java, System Design, LLM Fine-tuning",24.8,2024-12-23,6,-0.14973802294766372,0.7039277574712334
Data Scientist,Delhi-NCR,Tier-1,Senior (6-10 yrs),8.0,Startup,True,"Statistics, SQL, Python",25.6,2024-12-23,5,-0.7451753514483286,0.3286197335014648
Frontend Developer,Delhi-NCR,Tier-1,Junior (1-3 yrs),2.0,Startup,False,"HTML/CSS, JavaScript, TypeScript, React",11.4,2024-12-23,2,0.20368822205144316,-0.7368220004017421
Data Analyst,Jaipur,Tier-2,Fresher (0-1 yrs),0.5,Mid-size,False,"Excel, Tableau, Python",5.7,2024-12-23,0,-0.34621641209264165,0.035582790364434236
Data Engineer,Jaipur,Tier-2,Junior (1-3 yrs),2.0,Startup,True,"AWS, SQL, Python, Spark, Airflow",15.4,2024-12-23,1,-0.010899793881321937,0.9636744355625101
Software Engineer,Ranchi,Tier-3,Mid (3-6 yrs),4.5,Mid-size,False,"SQL, Git, Java",11.1,2024-12-23,6,-0.38526428129066004,0.1966548989734097
